sdssds;n1_cod_centro_custo;n1_centro_custo;n1_CC;n2_cod_centro_custo;n2_centro_custo;n2_CC;n3_cod_centro_custo;n3_centro_custo;n3_CC;n4_cod_centro_custo;n4_centro_custo;n4_CC;cod_conta;conta;cod_conta-descr;filial;titulo;valor_nf;valor_pago; valor_conta ;observacao;data_nf;data_pagamento;cod_credor_forn_cli_func;credor_forn_cli_func;Origem;Sistema;Dados auxiliares; Valor Oficial 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-64023;102,00;102,00;-102,00;" CRISTINA - NFE. 64.023 VENC. 05/04/26 VIA BOL. - REF. A COMPRA DE FILTRO LUBRIFICANTE P/ USO NA PRENSA MOVEL QXH2G14,
PRUDENTE";17/03/2026;2026-04-06;24492;PRUDEN-FIL DISTRIBUIDORA DE FILTROS E UBRIF LDTA;Saida (Aplicacoes);SAGI;64023-1/55;-R$ 102,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-20382;1.650,00;825,00;-825,00;" CRISTINA - NFE. 20.382 VENC. 05/04/26 R$825,00 05/05/26 R$825,00 VIA BOL. - REF. A COMPRA DE PEÇAS P/ USO NA PRENSA MOVEL
QXH2G14, PRUDENTE";25/03/2026;2026-04-06;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;20382-1/55;-R$ 825,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-20382;1.650,00;0,00;-825,00;" CRISTINA - NFE. 20.382 VENC. 05/04/26 R$825,00 05/05/26 R$825,00 VIA BOL. - REF. A COMPRA DE PEÇAS P/ USO NA PRENSA MOVEL
QXH2G14, PRUDENTE";25/03/2026;NAO PAGO;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;20382-1/55;-R$ 825,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFSE-194;898,20;449,10;-449,10;" CRISTINA - NFS. 194 VENC. 05/04/26 R$449,10  05/05/26 R$449,10 VIA BOL. - REF. AO SERVIÇO DE REFAZER SOLDA DA CAMISA
R$160,00, SERVIÇO EM CABEÇOTE FUCO R$320,00, CROMAR HASTE 40MM R$360,00 TROCAR REPARO E MONTAR PISTÃO R$58,20 NA
PRENSA MOVEL QXH2G14, PRUDENTE";25/03/2026;2026-04-06;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;194-1/NS;-R$ 449,10 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFSE-194;898,20;0,00;-449,10;" CRISTINA - NFS. 194 VENC. 05/04/26 R$449,10  05/05/26 R$449,10 VIA BOL. - REF. AO SERVIÇO DE REFAZER SOLDA DA CAMISA
R$160,00, SERVIÇO EM CABEÇOTE FUCO R$320,00, CROMAR HASTE 40MM R$360,00 TROCAR REPARO E MONTAR PISTÃO R$58,20 NA
PRENSA MOVEL QXH2G14, PRUDENTE";25/03/2026;NAO PAGO;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;194-1/NS;-R$ 449,10 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-20383;2.129,00;1.064,50;-1.064,50;" CRISTINA - NFE. 20.383 VENC. 05/04/26 R$1.064,50 05/05/26 R$1.064,50 VIA BOL. - REF. A COMPRA DE ANEIS, GAXETAS, RASPADOR E
HASTE CROMADA P/ USO NA PRENSA MOVEL QXH2G14, PRUDENTE";25/03/2026;2026-04-06;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;20383-1/55;-R$ 1.064,50 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-20383;2.129,00;0,00;-1.064,50;" CRISTINA - NFE. 20.383 VENC. 05/04/26 R$1.064,50 05/05/26 R$1.064,50 VIA BOL. - REF. A COMPRA DE ANEIS, GAXETAS, RASPADOR E
HASTE CROMADA P/ USO NA PRENSA MOVEL QXH2G14, PRUDENTE";25/03/2026;NAO PAGO;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;20383-1/55;-R$ 1.064,50 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFSE-195;887,92;443,96;-443,96;" CRISTINA - NFS. 195 VENC. 05/04/26 R$443,96 05/05/26 R$443,96 VIA BOL. - REF. AO SERVIÇO DE BRUNIR CAMISA 4 R$110,00
DESMONTAR, TROCAR REPARO E MONTAR NOVAMENTE O PISTÃO R$122,92, SERVIÇO EM CABEÇOTE FUCO R$460,00, REFAZER
SOLDA DA CAMISA R$160,00 E AJUSTAR EMBOLO R$35,00 NA PRENSA MOVEL QXH2G14, PRUDENTE";25/03/2026;2026-04-06;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;195-1/NS;-R$ 443,96 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFSE-195;887,92;0,00;-443,96;" CRISTINA - NFS. 195 VENC. 05/04/26 R$443,96 05/05/26 R$443,96 VIA BOL. - REF. AO SERVIÇO DE BRUNIR CAMISA 4 R$110,00
DESMONTAR, TROCAR REPARO E MONTAR NOVAMENTE O PISTÃO R$122,92, SERVIÇO EM CABEÇOTE FUCO R$460,00, REFAZER
SOLDA DA CAMISA R$160,00 E AJUSTAR EMBOLO R$35,00 NA PRENSA MOVEL QXH2G14, PRUDENTE";25/03/2026;NAO PAGO;4640;DONIZETE MIGUEL OLIVEIRA EPP TORNO LUCELIA;Saida (Aplicacoes);SAGI;195-1/NS;-R$ 443,96 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFSE-26;6.600,00;6.600,00;-942,84;" CRISTINA - NFS. 26 VENC. 05/04/26 VIA PIX - REF. AOS SERVIÇOS MECANICOS EM PRUDENTE:
SUY4F83 - DESMONTAR 03 PISTÕES DA GARRA, FALTOU REPAROS, CAMINHÃO NÃO FOI DESMONTADO POR CONTA DA CHUVA. R$
200,00
SUY4F83 - RETIRAR LANÇA P/ TROCAR GUIAS, RETIRAR PISTÃO P/ TROCAR REPAROS, RETIRAR PENDULO P/ EMBUCHAR, TROCAR
REPARO DO COMANDO, TIRAR PISTÃO DO BRAÇO P/ COLOCAR NO GDA9J63. R$ 400,00
SUY4F83 - DESMONTAR EQUIPAMENTO P/ SOLDA NO BRAÇO. R$ 400,00
""EHH0006 - RETIRAR CANOS E MANGUEIRAS, RETIRAR PISTÃO P/ SOLDAR E DESMONTAR BOMBA.
SUY4F83 - TROCAR REPAROS DO PISTÃO DA GARRA."" R$ 400,00
QXH2G14 - RETIRAR LANÇA P/ RETIRADA DO PISTÇAO P/ TROCA DE REPARO, RETIRAR GARRA, RETIRAR PISTÃO DA PATOLA DO LADO
ESQUEDO DIANTEIRO. R$ 400,00
QXH2G14 - RETIRAR TUBOS E VALVULAS P/ SOLDAR CHASSI, TROCAR REPARO DO PISTÃO DO GIRO. R$ 400,00
QXH2G14, SUY4F83 E NRQ7727 - LAVAR LANÇA, TROCAR FILTROS HIDRAULICOS DA PRENSA, TROCAR FILTRO DO EQUIPAMENTO DA
GARRA E COLOCAR BOMBA HIDRAULICA. R$ 400,00
FZF3J28 - DESTRAVA JULIETA, DESTRAVAR P/ ANDAR 04 CUICAS SRIPNG BREAK. R$ 400,00
""FZF3J28 - TROCAR VALVULAS DE ACIONAMENTO DE FREIO.
SUY4F83 - MONTAGEM DA LANÇA INTERNA."" R$ 400,00
""FZF3J28 - TROCAR VALVULAS DE ACIONAMENTO.
SUY4F83 - TROCAR ORING DOS COMANDOS."" R$ 400,00
SUY4F83 - REGULAR FREIO DA JULIETA E TROCAR ORING DO COMANDO HIDRAULICO R$ 400,00
OON3B85 E SUY4F83 - TROCA DA MANGUEIRA DA LANÇA, TROCA DO TERINAL DO COMANDO, TIRAR VAZAMENTO DA MANGUEIRA DO
PISTÃO DA GARRA E FAZER BASE P/ GUIA E PARAFUSAR R$ 400,00
SUY4F83 - MONTAGEM DO BRAÇO E LANÇA R$ 400,00
SUY4F83 - RECOLADO CANOS NO BRAÇO R$ 400,00
SUY4F83 - COLOCAR BRAÇOS, COLOCAR 02 PISTÕES NO BRAÇO E CONTINUAR SERVIÇOS ANTERIORES R$ 400,00
SUY4F83 - TERMINAR DE MONTAR O EQUIPAMENTO, COLOCAR GARRA, TROCAR MANGUEIRAS DA ARTICULAÇÃO, TROCAR
MANGUEIRAS DA LANÇA E MONTAR PENDULO DEPOIS DE EMBUCHADO R$ 400,00
SUY4F83 E GHI3A74 - COLOCAR PARAFUSOS NO SUPORTE DO FILTRO DE AR, SUPORTE DE AR, CAIXA DE BATERIA, APERTAR
PARAFUSOS DO TANQUE DE COMBUSTIVEL E COLOCAR PISTÃO R$ 400,00";30/03/2026;2026-04-06;30660;ANTONIO LUIZ ALVES 03239840880;Saida (Aplicacoes);SAGI;26-1/NS;-R$ 942,84 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-6469;377,45;0,00;-377,45;" CRISTINA - NFE. 6.469 VENC. 15/04/26 VIA BOL. - REF. A COMPRA DE GÁS OXIGÊNIO CIL T 10M3 P/ MANUTENÇÃO NA PRENSA MOVEL
QXH2G14, PRUDENTE";12/03/2026;NAO PAGO;28971;WHITE MARTINS GASES IND. LTDA;Saida (Aplicacoes);SAGI;6469-604/55;-R$ 377,45 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.20;RASTREADOR/ MONITORAMENTO;7.1.20 RASTREADOR/ MONITORAMENTO;G&S PRUDENTE;OC 29303 QUALP;1.118,40;1.118,40;-69,90;" CRISTINA - LOCAÇÃO DE EQUIPAMENTO TRANSMISSOR DE DADOS
VEICULARES A3.
PLACAS: EJZ7496 EJZ7495 EJZ7999 EWU5984 EJZ7J97 EJZ7998
HAR1F82 EWU5857 CZB9H07 EWU6A79 BZN1874
EQO6E99_PRENSA MOVEL GDY0H74 GBL8H44 GDB3A42
GDU0275
Vencimento: dia 15/03/2026 no valor de R$ 1.118,40
Observações: Ref. Fev/2026 - Vencto. 15/03/2026
";10/03/2026;2026-03-16;30449;R P R TECNOLOGIA LTDA;Saida (Aplicacoes);SAGI;;-R$ 69,90 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S DOURADOS;NFE-3;789,70;789,70;-789,70; CRISTINA - NFE. 3 VENC. VIA BOL. - REF. A COMPRA DE PEÇAS P/ USO NA PRENSA MOVEL GDU0275, CAMPO GRANDE;04/03/2026;2026-03-16;32153;MACENA  AUTO MECANICA & POSTO DE MOLAS LTDA;Saida (Aplicacoes);SAGI;3-1/55;-R$ 789,70 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S DOURADOS;NFSE-14;230,00;230,00;-230,00;" - CRISTINA - NFS. 14 VENC. VIA BOL. - REF. A TROCA DA LENTE DA LANTERNA TRASEIRA R$40,00 E INSTALAÇÃO DE 06 LAMPADAS
R$90,00 E SUBSTITUIR CUICA DE FREIO R$100,00 NA PRENSA MOVEL GDU0275, CAMPO GRANDE";04/03/2026;2026-03-16;32153;MACENA  AUTO MECANICA & POSTO DE MOLAS LTDA;Saida (Aplicacoes);SAGI;14-E/NS;-R$ 230,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.3.9;SEGURANÇA DO TRABALHO;7.3.9 SEGURANÇA DO TRABALHO;G&S LONDRINA;NFE-422;270,00;270,00;-270,00;" CRISTINA - NFE. 422 VENC. 16/03/26 VIA BOL. - REF. A COMPRA DE EXTINTOR PQS 06KG ABC P/ USO NA PRENSA MOVEL PHH0062,
LONDRINA";10/03/2026;2026-03-16;32052;PEX FIRE SOLUTIONS LTDA;Saida (Aplicacoes);SAGI;422-1/55;-R$ 270,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S DOURADOS;NFSE-270;283,00;283,00;-283,00;" - CRISTINA - NFS. 270 VENC. 15/03/26 VIA PIX - REF. AO SERVIÇOS DE BORRACHARIA EM CAMPO GRANDE:
GDU0275 - 01 MONTAGEM/DESMONTAGEM R$40,00 E 01 TROCA R$35,00 75,00 
GDG8E75 - 01 DESMONTAGEM/MONTAGEM 40,00 
GDG8E75 - 01 MANCHÃO 14 R$24,00 E 01 CONSERTO R$40,00 64,00 
GDG8E75 - 01 MANCHÃO 14 R$24,00 E 01 CONSERTO R$40,00 64,00 
GDG8E75 - 01 MONTAGEM/DESMONTAGEM 40,00";02/03/2026;2026-03-16;30799;TREVELIN E ZULEGER LTDA;Saida (Aplicacoes);SAGI;270-E/NS;-R$ 283,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFSE-462;3.557,04;3.557,04;-444,63;" CRISTINA - NFS. 462 VENC. 15/03/26 VIA PIX - REF. AOS SERVIÇOS ELETRICOS EM PRUDENTE:
CZB9H07 - SOCORRO DE PARTIDA (NO DAMHA BELVEDERE), MOTOR EM CURTO 200,00 
CZB9H07 - SERVIÇO CHAVE DE PARTIDA E CHICOTE DA REDUZIDA (DESMONTAR COLUNA) MAIS SERVIÇO DE FAROL E LANTERNA
TRAZEIRA 280,00 
CZB9H07 - SERVIÇO DE MOTOR DE PARTIDA 350,00 
EWU6143 - TROCA DE LANTERNAS TRAZEIRAS, TROCA DE CHICOTES TRAZEIROS, CURTO NA MEIA LUZ TRAZEIRA MAIS TROCA DE
TOMADAS 280,00 
EWU6143 - TROCA DE LANTERNA LATERAL, LANTERNA TRAZEIRA, TROCA DE TOMADA, SERVIÇO DE CHICOTE E SIRENE DE RÉ E
TROCA DE CHICOTE LATERAL 280,00 
TKI2E74 - MONTAGEM DAS LANTERNAS LATERAIS C/ SUPORTE, LIGAR SIRENAS TRAZEIRAS DE SETA, SERVIÇO DE CHICOTE DA
BOMBA HIDRAULICA C/ SIRENE DE RÉ, ADAPTAÇÃO DOS RELÊS DA PARTE DE CIMA DA GARRA, BOTÃO DOS FAROIS , FAROL DE
MILHA MAIS HORIMETRO E LIGAÇÃO DOS COMANDOS P/ DENTRO DA CABINE 1.200,00 
GDU0275 - DESLIGAR E LIGAR CHICOTE DA PRENSA , MAIS REVISÃO DAS LANTERNAS E TROCA DE TOMADAS 250,00 
GDY0H74 - TROCA DE LANTERNAS TRAZEIRAS, TROCA DE TOMADAS MACHO E FEMEA, TROCA DO CHICOTE QUE SAI DO CAVALO E
VAI P/ CARRETA, SERVIÇO DE FAROL E LANTERNA LATERAL CAVALO MAIS REVISÃO CAVALO E CARRETA 380,00 
EJZ7495 - TROCA DE COMUTADOR DE PARTIDA E REMOÇÃO DA COLUNA 180,00 
EHH0019 - TROCA DE  CHICOTES E TOMADA DA MAQUINA 80,00 
EHH0007 - SOCORRO NO PATIO, SENSOR DE DESARME E TERMINAL DE BATERIA 150,00";12/03/2026;2026-03-16;30435;FERNANDO SILVA BORTOLETO ME;Saida (Aplicacoes);SAGI;462-1/NS;-R$ 444,63 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-6509;377,45;0,00;-377,45;" CRISTINA - NFE. 6.509 VENC. 15/04/26 VIA BOL. - REF. A COMPRA DE GÁS OXIGÊNIO CIL T 10M3 P/ USO EM MANUTENÇÕES NA PRENSA
MOVEL QXH2G14, PRUDENTE";18/03/2026;NAO PAGO;28971;WHITE MARTINS GASES IND. LTDA;Saida (Aplicacoes);SAGI;6509-604/55;-R$ 377,45 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-6527;493,11;0,00;-493,11;" CRISTINA - NFE. 6.527 VENC. 15/04/26 VIA BOL. - REF. A COMPRA DE SATRGOLD PLUS CIL T 10M3 P/ USO NA PRENSA MOVEL GDU0275,
PRUDENTE";20/03/2026;NAO PAGO;28971;WHITE MARTINS GASES IND. LTDA;Saida (Aplicacoes);SAGI;6527-604/55;-R$ 493,11 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.5.18;SISTEMAS;7.5.18 SISTEMAS;G3S CAMPO GRANDE;NFSE-4306852;1.155,32;1.155,32;-33,04;" [GIULIANA] REF A SERVIÇOS PRESTADOS DE LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR - FLASH EXPENSE
PERIODO: FEVEREIRO/2026
NFS 004.306.852 VENCIMENTO 15/03/2026
PAGAMENTO VIA BOLETO BANCARIO";02/03/2026;2026-03-16;701;FLASH TECNOLOGIA E INSTITUICAO DE PAGAMENTO LTDA;Saida (Aplicacoes);SAGI;4306852-E/NS;-R$ 33,04 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-64081;478,00;0,00;-478,00;" CRISTINA - NFE. 64.081 VENC. 15/04/26 VIA BOL. - REF. A COMPRA DE FILTROS P/ REVISÃO E MANUTENÇÃO NA PRENSA MOVEL
QXH2G14 QUE ESTÁ EM PRUDENTE";20/03/2026;NAO PAGO;24492;PRUDEN-FIL DISTRIBUIDORA DE FILTROS E UBRIF LDTA;Saida (Aplicacoes);SAGI;64081-1/55;-R$ 478,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.1.7;TRANSPORTE MANUTENÇÃO;7.1.7 TRANSPORTE MANUTENÇÃO;RSE;NFSE-4085;2.667,37;2.667,37;-2.667,37;" CRISTINA - REF. A  TRANSPORTE DE UMA PRENSA COMPACTADORA PARA SUCATA DE FERRO
ORIGEM: TVV
DESTINO: PÁTIO OMEGA
PROCESSO: 25002RSR/ES-QS - HIDROEUROPA - PRENSA JCH-200 
NFS 4085 - VENC. 09/03/2026 VIA TRANSFERENCIA -";09/03/2026;2026-03-09;32246;OMEGA TRANSPORTES E SERVICOS LTDA;Saida (Aplicacoes);SAGI;4085-1/NS;-R$ 2.667,37 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-6582;655,00;655,00;-262,00; CRISTINA - NFE. 6.582 VENC. 25/03/026 VIA BOL. - REF. A COMPRA DE 05 FIM DE CURSO LXK M141, 03 P/ A PRENSA MOVEL GBL8H44, RESENDE E 02 P/ A PRENSA MOVEL GDU0275, DOURADOS -  - PEDIDO: 019951 VOCE PAGOU APROXIMADAMENTE:  27,51 DE TRIBUTOS FEDERAIS  0,00 DE TRIBUTOS MUNICIPAIS  FONTE: IBPT  - CHAVE: CF6051 CBS/IBS VL. BC: 631,09, VL. CBS: 5,68 , VL. IBS-UF: 0,63 , VL. IBS-MUN: 0,00;04/03/2026;2026-03-24;1151;WY SOLUCOES  ELETRICAS LTDA;Saida (Aplicacoes);SAGI;6582-1/55;-R$ 262,00 
